Post_ID,Post_Date,Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,Engagement_Level
Post_3564,2023-08-26,TikTok,#Viral,Live Stream,Australia,416025,491045,32527,46053,Medium
Post_3610,2022-07-19,TikTok,#Viral,Post,Australia,655655,326090,52180,49588,High
Post_4036,2023-06-28,Instagram,#Viral,Video,Australia,2948068,200500,50312,4179,Medium
Post_4049,2022-05-03,TikTok,#Viral,Live Stream,Australia,473117,177746,40508,10764,Medium
Post_4724,2023-09-14,Instagram,#Viral,Video,Australia,1781924,79633,15583,15885,Low
Post_4772,2022-12-18,Instagram,#Viral,Reel,Australia,17410,440302,87598,7090,Low
Post_153,2022-07-09,TikTok,#Challenge,Shorts,Brazil,3251679,498580,96093,9968,Medium
Post_162,2022-02-08,Instagram,#Challenge,Video,Brazil,3201846,335416,50986,16715,High
Post_321,2023-02-21,TikTok,#Challenge,Post,Brazil,436487,440596,28677,23094,Medium
Post_848,2022-02-19,Instagram,#Challenge,Tweet,Brazil,2635991,187823,29537,46857,Low
Post_1057,2022-07-09,TikTok,#Challenge,Live Stream,Brazil,3730939,8927,36583,33397,Medium
Post_1151,2023-09-27,TikTok,#Challenge,Tweet,Brazil,3371506,450959,9604,38602,Low
Post_1155,2022-11-02,TikTok,#Challenge,Post,Brazil,3069640,139491,60853,30527,Medium
Post_1324,2023-02-25,Instagram,#Challenge,Post,Brazil,449348,35182,4716,18161,High
Post_1722,2023-06-23,Instagram,#Challenge,Tweet,Brazil,973433,191321,5664,41928,Medium
Post_1908,2023-10-25,TikTok,#Challenge,Live Stream,Brazil,4555505,186489,89591,19511,Low
Post_2073,2022-09-29,TikTok,#Challenge,Reel,Brazil,1579972,111961,78755,42502,Low
Post_2196,2022-09-20,TikTok,#Challenge,Live Stream,Brazil,639630,343326,96725,48577,Low
Post_2214,2023-01-30,Instagram,#Challenge,Post,Brazil,261001,277498,57943,20924,Low
Post_2494,2023-12-08,Instagram,#Challenge,Live Stream,Brazil,2827457,65941,46483,48418,Medium
Post_2497,2023-08-09,TikTok,#Challenge,Reel,Brazil,1633680,423061,89011,33365,High
Post_2700,2023-05-01,Instagram,#Challenge,Video,Brazil,4777385,385660,33183,36910,Medium
Post_3061,2022-10-06,Instagram,#Challenge,Video,Brazil,277130,233783,85182,8036,Low
Post_3091,2023-11-05,Instagram,#Challenge,Shorts,Brazil,806577,50620,69364,17406,Medium
Post_3138,2023-07-20,TikTok,#Challenge,Reel,Brazil,4440291,236499,38230,42230,Low
Post_3233,2022-05-11,Instagram,#Challenge,Live Stream,Brazil,2940609,417021,8144,10445,Medium
Post_3455,2023-07-15,Instagram,#Challenge,Post,Brazil,3253451,65643,21278,14353,Low
Post_3891,2022-12-23,Instagram,#Challenge,Post,Brazil,2727232,201268,17759,4275,High
Post_3914,2022-05-15,Instagram,#Challenge,Live Stream,Brazil,1482758,35680,95504,33046,Low
Post_4171,2022-11-03,TikTok,#Challenge,Live Stream,Brazil,4196347,307582,92983,25130,Low
Post_4195,2023-10-30,Instagram,#Challenge,Reel,Brazil,3075050,282373,20662,43100,Low
Post_4211,2023-10-31,TikTok,#Challenge,Shorts,Brazil,653382,203055,29290,21516,Low
Post_4501,2023-10-27,Instagram,#Challenge,Video,Brazil,997524,304745,78986,38172,Low
Post_4935,2023-05-25,TikTok,#Challenge,Reel,Brazil,1429204,84064,94398,28795,Low
Post_84,2023-03-29,Instagram,#Comedy,Shorts,Brazil,3315125,62336,79392,42892,High
Post_311,2022-05-16,TikTok,#Comedy,Shorts,Brazil,1423060,44643,79715,20950,High
Post_350,2022-09-08,TikTok,#Comedy,Post,Brazil,4955860,204064,19359,46500,Medium
Post_544,2022-11-15,Instagram,#Comedy,Post,Brazil,4117289,476795,23810,7602,Low
Post_591,2022-01-06,Instagram,#Comedy,Reel,Brazil,2002817,410588,47199,47032,Medium
Post_617,2023-06-30,Instagram,#Comedy,Shorts,Brazil,201259,367757,67851,45250,Medium
Post_768,2022-05-27,Instagram,#Comedy,Reel,Brazil,1900224,443095,32294,12162,Medium
Post_841,2022-10-28,Instagram,#Comedy,Post,Brazil,4754509,424316,30621,18374,Medium
Post_1189,2022-05-12,TikTok,#Comedy,Live Stream,Brazil,4103458,118601,51035,44941,Low
Post_1262,2022-11-21,Instagram,#Comedy,Shorts,Brazil,1753723,413003,90078,39688,High
Post_1479,2022-11-10,Instagram,#Comedy,Post,Brazil,4856239,463589,77615,15106,Medium
Post_1744,2022-01-11,Instagram,#Comedy,Shorts,Brazil,336698,348443,1797,2675,Medium
Post_2134,2023-03-09,Instagram,#Comedy,Shorts,Brazil,3685642,89680,72848,26621,Low
Post_2212,2023-07-25,TikTok,#Comedy,Video,Brazil,4854526,409766,24084,33526,High
Post_2332,2022-06-10,Instagram,#Comedy,Reel,Brazil,3605145,490924,80578,11164,Medium
Post_3131,2023-04-26,TikTok,#Comedy,Live Stream,Brazil,4129059,10779,49769,49608,Low
Post_3464,2022-04-08,Instagram,#Comedy,Shorts,Brazil,186228,313554,35669,29462,Medium
Post_3557,2022-06-26,TikTok,#Comedy,Video,Brazil,2508707,218230,85351,34203,Low
Post_3677,2022-09-27,TikTok,#Comedy,Reel,Brazil,3960518,376256,1871,3708,Low
Post_3679,2022-03-25,Instagram,#Comedy,Shorts,Brazil,2148989,115422,32844,48115,Low
Post_3919,2023-04-02,Instagram,#Comedy,Live Stream,Brazil,3335191,445929,16257,7451,Low
Post_4169,2023-09-20,Instagram,#Comedy,Live Stream,Brazil,925974,134908,19403,21283,High
Post_4177,2022-09-08,TikTok,#Comedy,Tweet,Brazil,4144620,102895,41927,16690,Medium
Post_4221,2022-08-11,TikTok,#Comedy,Reel,Brazil,4228221,421606,4145,12960,Medium
Post_4837,2022-06-21,TikTok,#Comedy,Reel,Brazil,1006682,469223,32079,24645,High
Post_4949,2023-09-05,Instagram,#Comedy,Live Stream,Brazil,1192841,499559,62015,43532,Medium
Post_4995,2022-02-08,Instagram,#Comedy,Shorts,Brazil,940934,436187,12363,11054,Low
Post_5,2023-03-23,TikTok,#Dance,Post,Brazil,64866,171361,69581,6376,Medium
Post_112,2022-12-18,Instagram,#Dance,Video,Brazil,1994041,310266,87995,40217,Medium
Post_313,2022-03-17,TikTok,#Dance,Post,Brazil,245443,457409,42668,8442,Low
Post_586,2022-07-01,TikTok,#Dance,Shorts,Brazil,3073948,220279,58403,13445,High
Post_1161,2022-07-14,Instagram,#Dance,Shorts,Brazil,2930383,479741,220,33112,Low
Post_1245,2022-11-25,TikTok,#Dance,Tweet,Brazil,3099684,153065,41200,7632,Low
Post_1319,2023-06-07,Instagram,#Dance,Video,Brazil,1179104,355660,14269,32625,Medium
Post_1398,2023-01-09,TikTok,#Dance,Live Stream,Brazil,924656,154970,2083,31448,High
Post_1498,2022-11-10,TikTok,#Dance,Post,Brazil,515113,69782,39001,16271,Low
Post_1743,2022-12-30,TikTok,#Dance,Video,Brazil,4098173,91022,62312,33968,Low
Post_1859,2022-05-22,Instagram,#Dance,Live Stream,Brazil,3358828,121374,48219,25068,High
Post_1924,2022-06-15,TikTok,#Dance,Shorts,Brazil,2785587,329454,68787,12448,High
Post_2012,2023-04-11,Instagram,#Dance,Shorts,Brazil,4866077,171830,79859,40217,Low
Post_2025,2022-08-19,Instagram,#Dance,Video,Brazil,693717,257532,54285,10651,Medium
Post_2088,2022-06-11,TikTok,#Dance,Tweet,Brazil,2085790,301010,93981,40343,Low
Post_2105,2023-08-10,TikTok,#Dance,Tweet,Brazil,4124260,26004,93306,38219,High
Post_2256,2022-12-31,TikTok,#Dance,Tweet,Brazil,3614546,30253,6220,8336,Medium
Post_2554,2023-12-10,TikTok,#Dance,Tweet,Brazil,4694065,334810,58512,17934,Low
Post_2675,2022-08-21,Instagram,#Dance,Live Stream,Brazil,2619842,462407,20536,35579,Low
Post_2712,2022-12-15,TikTok,#Dance,Video,Brazil,2877171,194774,63518,679,High
Post_2758,2023-02-21,Instagram,#Dance,Shorts,Brazil,2568596,17463,27489,29011,Medium
Post_2775,2023-12-30,Instagram,#Dance,Post,Brazil,3727003,242287,93794,1561,Low
Post_2837,2023-12-26,Instagram,#Dance,Video,Brazil,1430779,315712,1000,5052,Low
Post_3133,2022-01-02,TikTok,#Dance,Reel,Brazil,3830713,309847,47878,25793,High
Post_3341,2022-05-23,TikTok,#Dance,Live Stream,Brazil,3321611,491842,23554,45190,Low
Post_3449,2022-02-15,TikTok,#Dance,Shorts,Brazil,2676023,290041,33134,14249,Low
Post_3550,2022-01-04,TikTok,#Dance,Live Stream,Brazil,4418286,148190,86796,12385,Low
Post_3604,2023-03-19,TikTok,#Dance,Video,Brazil,4997284,394892,60213,17338,Medium
Post_3717,2022-11-18,TikTok,#Dance,Tweet,Brazil,1685730,204532,89445,26135,High
Post_3750,2022-09-24,TikTok,#Dance,Post,Brazil,4634207,74646,76271,25002,Medium
Post_3805,2022-03-09,Instagram,#Dance,Post,Brazil,3596292,173815,46684,30679,Low
Post_3958,2023-07-29,Instagram,#Dance,Post,Brazil,26531,366987,95517,48128,Low
Post_4022,2023-09-28,Instagram,#Dance,Live Stream,Brazil,853710,449205,79352,18209,High
Post_4055,2023-08-10,TikTok,#Dance,Post,Brazil,2075502,161209,47279,11783,Low
Post_4158,2023-10-04,TikTok,#Dance,Tweet,Brazil,197493,472658,7031,32332,Low
Post_4237,2023-02-11,Instagram,#Dance,Video,Brazil,1293217,213794,46740,33829,Medium
Post_4475,2022-03-17,TikTok,#Dance,Post,Brazil,765809,328597,19358,9245,Medium
Post_4580,2022-09-02,TikTok,#Dance,Live Stream,Brazil,4379134,77485,88805,39157,Medium
Post_4584,2022-04-08,Instagram,#Dance,Post,Brazil,552118,440910,55306,15939,Medium
Post_4894,2023-10-18,TikTok,#Dance,Shorts,Brazil,3661103,332578,22311,44613,Low
Post_300,2023-09-30,TikTok,#Education,Video,Brazil,4412697,108323,25130,6295,High
Post_301,2022-08-30,Instagram,#Education,Live Stream,Brazil,340950,127995,30856,14353,High
Post_400,2022-12-27,Instagram,#Education,Shorts,Brazil,378823,448944,80149,42580,Low
Post_419,2022-03-07,Instagram,#Education,Post,Brazil,446706,4264,75452,14816,High
Post_601,2023-07-07,Instagram,#Education,Tweet,Brazil,3329289,462737,18302,45849,High
Post_610,2023-02-26,TikTok,#Education,Post,Brazil,4094329,434249,5820,18517,Low
Post_762,2022-07-05,Instagram,#Education,Tweet,Brazil,407083,378368,12296,17307,Low
Post_905,2023-07-04,Instagram,#Education,Live Stream,Brazil,132001,419371,71316,39401,Medium
Post_1006,2023-11-30,Instagram,#Education,Tweet,Brazil,2362909,209360,42036,10082,High
Post_1428,2023-08-09,TikTok,#Education,Reel,Brazil,2967157,412876,73893,17235,Low
Post_1503,2023-08-28,TikTok,#Education,Live Stream,Brazil,2768113,444617,75286,49358,Low
Post_1548,2022-02-26,TikTok,#Education,Tweet,Brazil,2417241,419969,78050,42955,Low
Post_1612,2023-05-06,Instagram,#Education,Live Stream,Brazil,2341476,187857,88914,17369,High
Post_1676,2023-06-20,Instagram,#Education,Reel,Brazil,4975345,155558,52987,25353,Medium
Post_1797,2022-07-03,Instagram,#Education,Shorts,Brazil,3198439,108162,26927,16486,High
Post_1816,2023-07-09,TikTok,#Education,Shorts,Brazil,4524809,54594,90263,45323,Medium
Post_1999,2023-09-10,TikTok,#Education,Tweet,Brazil,1171917,288837,85031,1053,Low
Post_2111,2023-06-15,TikTok,#Education,Tweet,Brazil,4925928,223449,71385,24086,Medium
Post_2226,2023-10-24,TikTok,#Education,Post,Brazil,2979191,471046,81457,11460,Low
Post_2446,2023-01-17,TikTok,#Education,Video,Brazil,2425554,328451,85600,31540,Medium
Post_2486,2022-11-20,Instagram,#Education,Shorts,Brazil,220575,200694,61870,17571,Medium
Post_2574,2022-05-04,Instagram,#Education,Live Stream,Brazil,2262056,291846,30805,8381,Low
Post_2586,2022-11-02,Instagram,#Education,Tweet,Brazil,1680761,17011,75940,20745,Medium
Post_2614,2022-07-28,Instagram,#Education,Shorts,Brazil,3997068,292005,85139,5723,Medium
Post_2630,2022-06-25,TikTok,#Education,Tweet,Brazil,3453424,279506,30204,25911,Low
Post_2847,2022-04-05,TikTok,#Education,Reel,Brazil,3999565,142354,67251,9930,High
Post_2944,2022-12-29,Instagram,#Education,Tweet,Brazil,3233439,234569,33026,19726,High
Post_3113,2022-11-04,Instagram,#Education,Tweet,Brazil,4099154,220498,25835,8876,High
Post_3120,2023-08-09,TikTok,#Education,Live Stream,Brazil,3053446,220668,9671,40811,Medium
Post_3148,2022-03-12,TikTok,#Education,Post,Brazil,2400993,149169,86258,22586,Low
Post_3247,2022-06-08,Instagram,#Education,Post,Brazil,4326229,246832,39479,26490,High
Post_3635,2022-09-04,Instagram,#Education,Post,Brazil,2093646,289340,34851,10245,Medium
Post_3865,2023-10-09,Instagram,#Education,Shorts,Brazil,3158238,178678,24440,18646,High
Post_4191,2023-11-19,TikTok,#Education,Video,Brazil,2008379,378635,47524,7321,Low
Post_4512,2022-10-22,Instagram,#Education,Video,Brazil,1148460,443609,15746,17351,Medium
Post_4519,2023-05-22,TikTok,#Education,Live Stream,Brazil,3583260,326669,20618,15318,Medium
Post_4606,2023-04-11,Instagram,#Education,Post,Brazil,4538803,37888,31285,41134,Low
Post_4623,2022-11-07,TikTok,#Education,Shorts,Brazil,3752649,415112,30531,31028,Low
Post_4674,2022-05-09,TikTok,#Education,Video,Brazil,1943478,348357,94530,2482,High
Post_4920,2022-09-05,Instagram,#Education,Live Stream,Brazil,3164207,361279,85852,45486,Medium
Post_4948,2022-08-10,Instagram,#Education,Live Stream,Brazil,2445127,73828,86087,4540,Medium
Post_138,2023-02-02,Instagram,#Fashion,Live Stream,Brazil,4027409,80497,44156,14597,Medium
Post_1083,2023-11-27,Instagram,#Fashion,Video,Brazil,353263,473924,71436,3303,High
Post_1177,2023-06-13,Instagram,#Fashion,Reel,Brazil,3599873,278305,77717,19512,Low
Post_1327,2023-01-18,Instagram,#Fashion,Tweet,Brazil,4007152,432650,96770,7738,Medium
Post_1865,2023-01-22,TikTok,#Fashion,Live Stream,Brazil,313920,52827,794,37816,High
Post_2572,2023-01-09,TikTok,#Fashion,Post,Brazil,2674946,169667,87354,28176,High
Post_2593,2023-06-16,TikTok,#Fashion,Video,Brazil,36380,191250,49211,34693,Medium
Post_2966,2022-03-28,Instagram,#Fashion,Live Stream,Brazil,1418093,167927,21604,23507,High
Post_3172,2023-09-08,Instagram,#Fashion,Tweet,Brazil,652613,68913,48724,2520,High
Post_3289,2022-12-23,Instagram,#Fashion,Shorts,Brazil,56401,377017,1123,49912,High
Post_3674,2022-08-22,TikTok,#Fashion,Shorts,Brazil,1566752,176811,47917,712,Medium
Post_3708,2023-05-18,TikTok,#Fashion,Reel,Brazil,1832938,145324,49725,26919,High
Post_3872,2022-04-04,Instagram,#Fashion,Post,Brazil,2317238,96203,65181,21178,Medium
Post_4018,2023-03-12,TikTok,#Fashion,Video,Brazil,110071,424227,44869,1792,High
Post_4066,2022-10-29,Instagram,#Fashion,Post,Brazil,3344955,143212,81068,21258,Low
Post_4385,2022-02-26,TikTok,#Fashion,Tweet,Brazil,2252723,348883,38959,6709,Low
Post_4391,2022-02-12,Instagram,#Fashion,Reel,Brazil,2750057,417313,58474,6414,Medium
Post_4506,2022-06-05,TikTok,#Fashion,Tweet,Brazil,3950220,5327,35256,46251,Low
Post_4507,2022-10-05,TikTok,#Fashion,Reel,Brazil,3625266,332545,67824,5870,Low
Post_4740,2023-02-05,TikTok,#Fashion,Tweet,Brazil,4907733,196379,31009,15463,Low
Post_4981,2022-12-03,TikTok,#Fashion,Reel,Brazil,3512927,105027,72035,9542,High
Post_4992,2022-01-07,Instagram,#Fashion,Shorts,Brazil,10157,322897,93292,23766,High
Post_236,2023-08-16,Instagram,#Fitness,Reel,Brazil,4708687,133736,49028,3765,Medium
Post_951,2022-06-26,TikTok,#Fitness,Reel,Brazil,3207539,370923,31855,28893,Low
Post_981,2022-04-19,TikTok,#Fitness,Tweet,Brazil,2746993,39549,53941,13070,Low
Post_1056,2023-07-20,TikTok,#Fitness,Post,Brazil,2878436,149765,9840,42118,High
Post_1077,2023-04-07,TikTok,#Fitness,Video,Brazil,1026460,195036,70291,35850,Low
Post_1380,2022-04-19,TikTok,#Fitness,Shorts,Brazil,1323089,321120,43717,31601,High
Post_1481,2022-04-01,TikTok,#Fitness,Tweet,Brazil,3716784,8333,58793,1796,Low
Post_1508,2022-05-28,TikTok,#Fitness,Post,Brazil,4473700,15777,85487,15204,High
Post_1532,2022-06-20,TikTok,#Fitness,Live Stream,Brazil,4321729,395257,25222,9123,High
Post_1609,2023-09-06,Instagram,#Fitness,Post,Brazil,1057426,357002,30426,49349,Low
Post_1628,2022-05-03,TikTok,#Fitness,Shorts,Brazil,1707223,69921,5348,27889,Low
Post_1677,2022-06-20,Instagram,#Fitness,Post,Brazil,3675490,253771,62578,7498,Low
Post_2022,2022-03-27,TikTok,#Fitness,Post,Brazil,160874,377258,84601,22974,Medium
Post_2057,2022-09-01,TikTok,#Fitness,Shorts,Brazil,4254543,360399,3532,4647,Medium
Post_2095,2022-03-07,Instagram,#Fitness,Reel,Brazil,448051,256526,88555,9475,Medium
Post_2097,2022-10-02,TikTok,#Fitness,Post,Brazil,3759988,283295,67140,3530,Medium
Post_2221,2022-02-18,Instagram,#Fitness,Tweet,Brazil,2776258,317373,95587,17971,High
Post_2710,2023-09-19,Instagram,#Fitness,Tweet,Brazil,12365,150585,22791,10537,Low
Post_2713,2022-07-03,TikTok,#Fitness,Post,Brazil,2274614,97171,35263,30958,High
Post_2718,2022-11-14,TikTok,#Fitness,Video,Brazil,2693423,222683,32845,15899,High
Post_2793,2023-10-12,TikTok,#Fitness,Post,Brazil,3504067,17759,35751,7695,High
Post_2894,2023-01-19,Instagram,#Fitness,Tweet,Brazil,3616113,50849,51541,5257,Medium
Post_2942,2023-10-18,Instagram,#Fitness,Live Stream,Brazil,4116538,248427,78029,35739,Medium
Post_3090,2023-04-25,Instagram,#Fitness,Post,Brazil,4548249,326779,68925,15219,Medium
Post_3542,2023-06-10,Instagram,#Fitness,Live Stream,Brazil,4037427,201579,92106,34502,Medium
Post_3811,2022-06-05,Instagram,#Fitness,Shorts,Brazil,1143058,108813,83246,23634,Low
Post_3829,2023-01-07,TikTok,#Fitness,Reel,Brazil,564507,224904,9554,39726,Low
Post_3928,2023-02-19,Instagram,#Fitness,Post,Brazil,3499748,84192,50937,40619,Low
Post_4023,2023-10-21,Instagram,#Fitness,Video,Brazil,1120916,125751,65533,15013,Low
Post_4043,2022-05-24,TikTok,#Fitness,Video,Brazil,4155659,447547,81762,7354,High
Post_4097,2022-12-20,Instagram,#Fitness,Reel,Brazil,2073379,109399,75728,12420,High
Post_4131,2023-07-12,TikTok,#Fitness,Reel,Brazil,914192,361829,86970,47559,Low
Post_4161,2023-04-21,TikTok,#Fitness,Video,Brazil,4717790,125541,75795,38504,High
Post_4168,2023-01-29,TikTok,#Fitness,Video,Brazil,1792756,491389,73253,31069,Medium
Post_4246,2022-02-03,Instagram,#Fitness,Tweet,Brazil,852004,355651,82868,32850,Low
Post_4298,2023-05-26,TikTok,#Fitness,Reel,Brazil,3856234,410366,55392,8229,Low
Post_4737,2023-03-24,Instagram,#Fitness,Reel,Brazil,4436970,261021,47592,40550,Medium
Post_4767,2023-10-19,Instagram,#Fitness,Video,Brazil,4087039,483900,15030,24612,Low
Post_4892,2022-10-31,TikTok,#Fitness,Shorts,Brazil,3255420,225181,95950,6608,Low
Post_46,2023-12-13,Instagram,#Gaming,Tweet,Brazil,272327,274271,56073,17526,High
Post_149,2022-05-29,Instagram,#Gaming,Video,Brazil,1292958,95304,3716,44880,Low
Post_357,2023-05-03,TikTok,#Gaming,Tweet,Brazil,3106083,104414,65393,39972,High
Post_650,2022-10-10,Instagram,#Gaming,Shorts,Brazil,2941067,289340,10029,28904,Medium
Post_950,2022-09-30,TikTok,#Gaming,Reel,Brazil,1498964,362284,38536,9519,Medium
Post_1027,2022-12-22,TikTok,#Gaming,Video,Brazil,2260892,110179,66087,49262,High
Post_1035,2023-05-13,Instagram,#Gaming,Shorts,Brazil,1878293,135556,66131,1905,High
Post_1081,2022-11-07,TikTok,#Gaming,Shorts,Brazil,2056554,5852,96016,26074,High
Post_1094,2023-12-09,Instagram,#Gaming,Tweet,Brazil,4170208,315259,26019,37399,Medium
Post_1172,2022-01-05,TikTok,#Gaming,Video,Brazil,4198164,5801,27958,40130,High
Post_1178,2023-06-19,TikTok,#Gaming,Reel,Brazil,3940481,94795,68944,47811,Medium
Post_1289,2023-12-03,Instagram,#Gaming,Post,Brazil,946358,304294,25948,35055,Low
Post_1384,2022-11-01,Instagram,#Gaming,Tweet,Brazil,3717231,417599,10888,30642,Low
Post_1409,2022-09-04,TikTok,#Gaming,Reel,Brazil,4482940,45442,17114,47200,High
Post_1893,2022-05-28,Instagram,#Gaming,Live Stream,Brazil,503394,495368,92691,9122,Low
Post_1923,2023-07-09,Instagram,#Gaming,Tweet,Brazil,4477668,192983,89916,41367,High
Post_2199,2023-09-19,TikTok,#Gaming,Live Stream,Brazil,810419,34397,20268,21325,Low
Post_2654,2023-02-09,Instagram,#Gaming,Shorts,Brazil,3697216,209784,41633,19831,Medium
Post_2679,2023-09-11,TikTok,#Gaming,Live Stream,Brazil,168039,248372,76006,17287,High
Post_2735,2023-09-04,Instagram,#Gaming,Live Stream,Brazil,4312788,124275,98380,8457,Medium
Post_2997,2022-10-12,TikTok,#Gaming,Video,Brazil,3279951,235134,43167,5780,High
Post_3162,2023-01-12,TikTok,#Gaming,Live Stream,Brazil,496567,260126,47936,7127,High
Post_3183,2023-06-20,Instagram,#Gaming,Live Stream,Brazil,4004484,28922,67896,39287,Medium
Post_3226,2022-04-05,TikTok,#Gaming,Reel,Brazil,4076916,432821,9865,39288,Low
Post_3290,2022-01-11,TikTok,#Gaming,Live Stream,Brazil,2798360,63857,99902,10497,High
Post_3647,2022-04-08,TikTok,#Gaming,Live Stream,Brazil,2383029,440705,40948,48430,High
Post_3852,2023-08-30,Instagram,#Gaming,Tweet,Brazil,400678,415846,4621,28563,High
Post_4260,2023-09-20,TikTok,#Gaming,Shorts,Brazil,2933626,87518,50945,18643,Low
Post_4395,2022-03-13,TikTok,#Gaming,Shorts,Brazil,2710476,51266,2269,35709,Low
Post_4454,2022-04-27,TikTok,#Gaming,Live Stream,Brazil,2254522,294121,86843,12828,High
Post_4541,2022-11-11,Instagram,#Gaming,Tweet,Brazil,4635805,171261,93859,29778,Low
Post_4713,2022-05-25,Instagram,#Gaming,Tweet,Brazil,3007888,375087,4908,13091,Medium
